DATE,PRCP,SNWD,SNOW,TMAX,TMIN
19900219,0.01,3,0.3,43,23
19900220,0,2,0.1,24,16
19900221,0,2,0,49,16
19900222,0.5,1,0,50,29
19900223,0.21,1,2.4,39,28
19900224,0.14,2,2.5,28,17
19900225,0.22,7,4.9,17,1
19900226,0,9,0.2,19,0
19900227,0.05,9,0.9,36,15
19900228,0.02,7,0.9,25,18
19900301,0,6,0,38,15
19900302,0,4,0,45,34
19900303,0,2,0,34,16
19900304,0.03,1,1,25,14
19900305,0.02,1,0.7,24,7
19900306,0,2,0,20,13
19900307,0,1,0,27,5
19900308,0,1,0,45,10
19900309,0.05,1,0,45,23
19900310,0,0,0,51,37
19900311,0.18,0,0,45,39
19900312,0.07,0,0,67,38
19900313,0,0,0,65,51
19900314,0,0,0,80,51
19900315,0,0,0,82,51
19900316,0.02,0,0,73,55
19900317,0.59,0,0,56,40
19900318,0.08,0,0.8,41,34
19900319,0.12,0,0,41,30
19900320,0.05,0,1.1,36,27
19900321,0,0,0,48,28
19900322,0,0,0,64,34
19900323,0.17,0,1,53,24
19900324,0,0,0.1,30,22
19900325,0,0,0,42,20
19900326,0.03,0,0.6,35,20
19900327,0,0,0.1,33,19
19900328,0,0,0,45,24
19900329,0,0,0,48,25
19900330,0.15,0,0,43,37
19900331,0,0,0,48,41
19900401,0.21,0,0,43,37
19900402,0.05,0,0,54,39
19900403,0.13,0,0,45,33
19900404,0.93,0,10.4,35,33
19900405,0.13,4,1.2,43,32
19900406,0.02,2,0.3,37,28
19900407,0,0,0,38,24
19900408,0,0,0,45,29
19900409,0,0,0,63,35
19900410,0.94,0,0.1,53,34
19900411,0.11,0,0.9,45,29
19900412,0.08,1,2.9,35,26
19900413,0,0,0,48,28
19900414,0.12,0,0,51,33
19900415,0,0,0,59,43
19900416,0,0,0,57,33
19900417,0.06,0,0,54,33
19900418,0,0,0,45,31
19900419,0,0,0,66,31
19900420,0.63,0,0,63,50
19900421,0.1,0,0,54,39
19900422,0,0,0,64,37
19900423,0,0,0,69,47
19900424,0,0,0,77,42
19900425,0.07,0,0,85,58
19900426,0,0,0,86,62
19900427,0,0,0,86,59
19900428,0,0,0,93,57
19900429,0,0,0,81,60
19900430,0,0,0,74,58
19900501,0,0,0,67,47
19900502,0,0,0,56,36
19900503,0,0,0,58,36
19900504,0.44,0,0,62,38
19900505,0.44,0,0,52,42
19900506,0.07,0,0,58,40
19900507,0.08,0,0,59,39
19900508,0,0,0,78,46
19900509,0,0,0,79,60
19900510,0.18,0,0,69,44
19900511,0,0,0,51,38
19900512,0.21,0,0,60,33
19900513,1.23,0,0,50,43
19900514,0,0,0,70,41
19900515,0,0,0,76,53
19900516,1.02,0,0,67,58
19900517,0.57,0,0,71,52
19900518,0.29,0,0,55,48
19900519,0.09,0,0,60,46
19900520,0.58,0,0,54,44
19900521,0.16,0,0,50,40
19900522,0,0,0,64,34
19900523,0,0,0,64,50
19900524,0,0,0,66,47
19900525,0,0,0,73,45
19900526,0,0,0,74,53
19900527,0,0,0,76,50
19900528,0,0,0,78,48
19900529,0.4,0,0,63,45
19900530,0,0,0,62,41
19900531,0,0,0,70,43
19900601,0,0,0,78,49
19900602,0,0,0,85,54
19900603,0.34,0,0,80,59
19900604,0.28,0,0,59,45
19900605,0,0,0,67,42
19900606,0,0,0,76,51
19900607,0,0,0,76,55
19900608,0.33,0,0,67,52
19900609,0,0,0,82,57
19900610,0,0,0,66,55
19900611,0,0,0,71,52
19900612,0,0,0,79,49
19900613,0,0,0,87,62
19900614,0,0,0,89,68
19900615,0,0,0,87,65
19900616,0,0,0,88,60
19900617,0,0,0,91,68
19900618,0.31,0,0,85,65
19900619,0,0,0,68,59
19900620,0,0,0,78,55
19900621,0.02,0,0,79,60
19900622,0.95,0,0,84,61
19900623,0.28,0,0,77,62
19900624,0,0,0,66,57
19900625,0,0,0,77,56
19900626,0,0,0,83,55
19900627,0.02,0,0,76,59
19900628,0,0,0,68,53
19900629,0.04,0,0,83,59
19900630,0.31,0,0,75,58
19900701,0.06,0,0,72,58
19900702,0,0,0,81,54
19900703,0,0,0,82,57
19900704,0.59,0,0,92,70
19900705,0.07,0,0,76,62
19900706,0.02,0,0,70,53
19900707,0,0,0,74,50
19900708,0.04,0,0,83,55
19900709,0.26,0,0,82,65
19900710,0,0,0,81,59
19900711,0,0,0,77,56
19900712,0.03,0,0,67,60
19900713,0,0,0,75,57
19900714,0,0,0,84,62
19900715,0.4,0,0,79,68
19900716,0,0,0,79,64
19900717,0,0,0,85,65
19900718,0,0,0,87,69
19900719,0,0,0,86,66
19900720,0.63,0,0,79,68
19900721,0,0,0,84,63
19900722,0.1,0,0,76,59
19900723,0.29,0,0,72,62
19900724,0,0,0,81,60
19900725,0,0,0,81,59
19900726,0,0,0,84,57
19900727,0,0,0,86,59
19900728,0,0,0,88,60
19900729,0,0,0,90,64
19900730,0,0,0,91,66
19900731,0.56,0,0,73,60
19900801,0,0,0,77,55
19900802,0,0,0,83,55
19900803,0,0,0,88,58
19900804,0,0,0,88,65
19900805,1.62,0,0,77,67
19900806,0.02,0,0,72,64
19900807,0.01,0,0,75,61
19900808,0,0,0,78,55
19900809,0,0,0,81,56
19900810,0,0,0,83,57
19900811,0,0,0,82,62
19900812,0.95,0,0,83,62
19900813,0.62,0,0,69,63
19900814,0,0,0,75,58
19900815,0,0,0,80,55
19900816,0.05,0,0,80,65
19900817,0,0,0,86,66
19900818,0,0,0,84,66
19900819,0.06,0,0,66,60
19900820,0,0,0,62,59
19900821,0,0,0,71,59
19900822,0.02,0,0,75,63
19900823,0,0,0,79,63
19900824,0.02,0,0,82,65
19900825,0,0,0,84,62
19900826,0,0,0,84,63
19900827,0,0,0,83,69
19900828,0.22,0,0,83,66
19900829,0,0,0,77,61
19900830,0,0,0,78,55
19900831,0,0,0,82,52
19900901,0,0,0,84,58
19900902,0,0,0,83,64
19900903,0,0,0,68,48
19900904,0,0,0,79,45
19900905,0.78,0,0,71,65
19900906,0,0,0,80,64
19900907,1.12,0,0,75,58
19900908,0,0,0,68,45
19900909,0.12,0,0,59,50
19900910,0,0,0,79,54
19900911,0.01,0,0,71,59
19900912,0,0,0,81,58
19900913,0,0,0,84,58
19900914,0.18,0,0,79,61
19900915,0,0,0,63,53
19900916,0.01,0,0,58,47
19900917,0.01,0,0,54,39
19900918,0,0,0,63,37
19900919,0.1,0,0,54,45
19900920,0,0,0,64,47
19900921,0.07,0,0,70,42
19900922,0.06,0,0,67,51
19900923,0,0,0,53,45
19900924,0,0,0,63,45
19900925,0.15,0,0,71,49
19900926,0.08,0,0,71,56
19900927,0,0,0,72,48
19900928,0,0,0,79,51
19900929,0.22,0,0,67,57
19900930,0.45,0,0,63,45
19901001,0,0,0,62,40
19901002,0,0,0,60,47
19901003,0,0,0,73,46
19901004,0.59,0,0,67,52
19901005,0,0,0,70,50
19901006,0,0,0,83,62
19901007,0,0,0,80,62
19901008,0.08,0,0,63,50
19901009,0.52,0,0,53,47
19901010,0.14,0,0,70,47
19901011,0.77,0,0,70,49
19901012,0.22,0,0,56,49
19901013,0.69,0,0,56,53
19901014,0,0,0,64,48
19901015,0,0,0,61,44
19901016,0,0,0,62,40
19901017,0,0,0,79,41
19901018,0.45,0,0,69,42
19901019,0.02,0,0,49,36
19901020,0,0,0,55,31
19901021,0,0,0,69,38
19901022,0.23,0,0,60,49
19901023,0.38,0,0,51,45
19901024,0,0,0,56,40
19901025,0.12,0,0,48,41
19901026,0,0,0,41,29
19901027,0,0,0,55,27
19901028,0.16,0,0,50,34
19901029,0,0,0,43,30
19901030,0,0,0,63,30
19901031,0,0,0,57,34
19901101,0,0,0,69,38
19901102,0,0,0,73,54
19901103,0,0,0,73,57
19901104,0,0,0,70,41
19901105,0.6,0,0,54,37
19901106,0.02,0,0,52,35
19901107,0.08,0,0,40,34
19901108,0.02,0,0.2,39,24
19901109,0.17,0,0,44,22
19901110,0.55,0,0.1,43,34
19901111,0.23,0,3.2,40,32
19901112,0.02,1,0.4,35,30
19901113,0,1,0,35,28
19901114,0,0,0,44,24
19901115,0,0,0,69,43
19901116,0.04,0,0,67,44
19901117,0.05,0,0,44,32
19901118,0,0,0,37,22
19901119,0,0,0,37,19
19901120,0,0,0,45,22
19901121,0,0,0,46,29
19901122,0.37,0,0,59,44
19901123,0,0,0,56,31
19901124,0,0,0,40,30
19901125,0,0,0,51,32
19901126,0,0,0,46,26
19901127,0.08,0,0,66,45
19901128,0,0,0,74,42
19901129,0.01,0,0.2,42,31
19901130,0.03,0,0.3,43,28
19901201,0,0,0,51,36
19901202,0,0,0,43,26
19901203,0.49,0,3.6,48,24
19901204,0.2,0,0.4,48,25
19901205,0.1,2,2.4,30,22
19901206,0,1,0,39,27
19901207,0,0,0,43,26
19901208,0,0,0,42,33
19901209,0,0,0,47,29
19901210,0,0,0,46,25
19901211,0.02,0,0.4,30,20
19901212,0,0,0,52,28
19901213,0.08,0,0.5,55,25
19901214,0,0,0,30,17
19901215,0.07,0,0.6,35,26
19901216,0.28,0,0.1,38,31
19901217,0.04,0,0,39,31
19901218,0.46,0,0,52,36
19901219,0,0,0,39,25
19901220,0,0,0,41,24
19901221,0.13,0,0,53,41
19901222,0.05,0,0,58,51
19901223,0.64,0,1.9,53,29
19901224,0.19,2,2.7,29,13
19901225,0,2,0,27,12
19901226,0.02,2,0.6,27,6
19901227,0,2,0,23,6
19901228,0.07,4,2.7,38,22
19901229,0.25,1,0,61,36
19901230,1.08,0,1.8,56,28
19901231,0.01,1,0.5,28,15
19910101,0,1,0,32,17
19910102,0.04,1,1.3,34,25
19910103,0.05,2,2.1,27,14
19910104,0,3,0,29,15
19910105,0.1,3,1.8,32,16
19910106,0.01,3,0.2,32,28
19910107,0.02,3,0.6,29,7
19910108,0,4,0.1,31,6
19910109,0.02,4,0.2,38,31
19910110,0.01,2,0.2,33,15
19910111,0.4,1,5,23,11
19910112,0.07,5,0,36,21
19910113,0,3,0.2,26,18
19910114,0.05,3,0.9,38,23
19910115,0,3,0,42,34
19910116,0.28,1,0,46,34
19910117,0.02,0,0.3,36,30
19910118,0.09,1,1.3,34,28
19910119,0,2,0,46,32
19910120,0.02,0,0.3,43,17
19910121,0.09,2,3.4,17,5
19910122,0,3,0.1,15,2
19910123,0.01,2,0.3,32,12
19910124,0.05,2,1.3,24,9
19910125,0.03,2,1,19,4
19910126,0,2,0,24,12
19910127,0.04,1,0.9,35,22
19910128,0.01,1,0.4,40,23
19910129,0.01,1,0,33,25
19910130,0.22,3,2.6,31,23
19910131,0.05,3,2,24,18
19910201,0.05,6,1.9,24,17
19910202,0,5,0,46,17
19910203,0,1,0,52,37
19910204,0,0,0,58,44
19910205,0,0,0,50,38
19910206,0.08,0,0,41,32
19910207,0.1,0,0,40,35
19910208,0,0,0,46,34
19910209,0,0,0,39,33
19910210,0.01,0,0.2,34,22
19910211,0.12,1,3.2,24,13
19910212,0,3,0,24,7
19910213,0.11,3,1.6,35,24
19910214,0.23,3,2.6,36,29
19910215,0.13,3,2.9,29,4
19910216,0,4,0.4,22,4
19910217,0,4,0,33,20
19910218,0.1,2,0,37,20
19910219,0.04,1,0,52,34
19910220,0.01,0,0.3,40,30
19910221,0,0,0,50,30
19910222,0.01,0,0,47,19
19910223,0,0,0,24,13
19910224,0.05,1,0.7,41,20
19910225,0.02,0,0.4,31,26
19910226,0.01,0,0.3,33,18
19910227,0.03,0,0.8,30,15
19910228,0.06,1,0.8,35,20
19910301,0.03,1,0,61,31
19910302,0.8,0,0,68,50
19910303,0.34,0,0,52,27
19910304,1.22,0,0.5,32,27
19910305,0,1,0,40,26
19910306,0.22,0,0,55,29
19910307,0.02,0,0.4,45,21
19910308,0,0,0,29,17
19910309,0,0,0.1,38,20
19910310,0,0,0,31,23
19910311,0,0,0,25,17
19910312,0,0,0,36,16
19910313,0,0,0,36,20
19910314,0.02,0,0.3,40,23
19910315,0.06,1,0.6,43,30
19910316,0,0,0,48,27
19910317,0,0,0,55,26
19910318,0.22,0,0,45,35
19910319,0.03,0,0,47,35
19910320,0,0,0,45,29
19910321,0.01,0,0,42,28
19910322,0.1,0,0,38,32
19910323,0.86,0,0,51,37
19910324,0.05,0,0,46,38
19910325,0,0,0,40,37
19910326,0,0,0,57,36
19910327,0.59,0,0,63,47
19910328,0.11,0,0,61,40
19910329,0.02,0,0.1,45,28
19910330,0,0,0,34,25
19910331,0,0,0,47,23
19910401,0.11,0,0.2,48,32
19910402,0.02,0,0.3,38,32
19910403,0,0,0,50,27
19910404,0,0,0,69,31
19910405,0,0,0,61,48
19910406,0.07,0,0,69,49
19910407,0,0,0,79,64
19910408,0.43,0,0,80,60
19910409,0.23,0,0,73,55
19910410,0.01,0,0,60,35
19910411,0,0,0,44,32
19910412,0,0,0,44,29
19910413,0,0,0,49,37
19910414,0.12,0,0,57,33
19910415,0.36,0,0,57,45
19910416,0,0,0,58,44
19910417,0,0,0,50,37
19910418,0,0,0,50,39
19910419,0.15,0,0,55,39
19910420,0.25,0,0,47,40
19910421,1.79,0,0,41,36
19910422,0.51,0,0.6,43,33
19910423,0,0,0,62,34
19910424,0.01,0,0,52,40
19910425,0,0,0,66,40
19910426,0,0,0,73,41
19910427,0,0,0,73,49
19910428,0.01,0,0,63,50
19910429,0,0,0,73,52
19910430,0,0,0,75,59
19910501,0.03,0,0,77,48
19910502,0.02,0,0,52,44
19910503,0,0,0,52,40
19910504,0,0,0,53,33
19910505,0,0,0,67,37
19910506,0.38,0,0,70,48
19910507,0,0,0,58,45
19910508,0,0,0,57,39
19910509,0.06,0,0,60,45
19910510,0.03,0,0,69,49
19910511,0,0,0,78,45
19910512,0,0,0,82,61
19910513,0,0,0,84,56
19910514,0.23,0,0,78,54
19910515,0,0,0,81,50
19910516,0,0,0,89,58
19910517,0.79,0,0,74,45
19910518,0,0,0,56,42
19910519,0,0,0,68,38
19910520,0,0,0,73,44
19910521,0,0,0,80,48
19910522,0,0,0,83,55
19910523,0,0,0,89,59
19910524,0,0,0,86,63
19910525,0,0,0,82,65
19910526,0.85,0,0,85,65
19910527,0.01,0,0,76,68
19910528,0,0,0,79,62
19910529,0.03,0,0,85,64
19910530,0,0,0,85,67
19910531,0,0,0,83,65
19910601,0,0,0,76,59
19910602,0,0,0,80,55
19910603,0,0,0,78,54
19910604,0,0,0,69,53
19910605,0,0,0,73,47
19910606,0,0,0,74,47
19910607,0,0,0,81,48
19910608,0,0,0,83,53
19910609,0,0,0,84,52
19910610,0,0,0,87,62
19910611,0.36,0,0,76,64
19910612,0.62,0,0,73,51
19910613,0,0,0,67,46
19910614,0,0,0,79,48
19910615,0,0,0,90,60
19910616,0.02,0,0,80,67
19910617,0.01,0,0,73,62
19910618,0,0,0,83,61
19910619,0,0,0,88,65
19910620,0,0,0,87,65
19910621,0,0,0,83,58
19910622,0,0,0,67,61
19910623,0,0,0,74,53
19910624,0,0,0,79,49
19910625,0,0,0,86,52
19910626,0,0,0,89,59
19910627,0,0,0,90,68
19910628,0,0,0,91,67
19910629,0,0,0,79,66
19910630,0.18,0,0,73,54
19910701,0,0,0,77,50
19910702,0,0,0,80,61
19910703,0,0,0,83,59
19910704,0.24,0,0,82,66
19910705,0.51,0,0,80,67
19910706,0,0,0,88,65
19910707,0.5,0,0,86,65
19910708,0.03,0,0,82,63
19910709,0,0,0,77,58
19910710,0,0,0,80,54
19910711,0,0,0,80,58
19910712,0,0,0,84,56
19910713,0.12,0,0,73,61
19910714,0,0,0,80,58
19910715,0,0,0,83,56
19910716,0,0,0,87,56
19910717,0,0,0,89,63
19910718,0,0,0,89,71
19910719,0,0,0,94,70
19910720,0,0,0,96,72
19910721,0.04,0,0,87,72
19910722,0.57,0,0,86,70
19910723,0,0,0,88,61
19910724,0,0,0,83,59
19910725,0,0,0,85,65
19910726,0,0,0,77,59
19910727,0,0,0,75,53
19910728,0,0,0,80,52
19910729,0,0,0,84,65
19910730,0.36,0,0,79,63
19910731,0,0,0,82,58
19910801,0,0,0,87,64
19910802,0,0,0,83,62
19910803,0.45,0,0,75,62
19910804,0.01,0,0,78,61
19910805,0,0,0,73,56
19910806,0,0,0,75,52
19910807,0,0,0,79,54
19910808,0.01,0,0,79,54
19910809,0.38,0,0,71,61
19910810,0.01,0,0,77,58
19910811,0,0,0,80,60
19910812,0,0,0,82,59
19910813,0,0,0,86,60
19910814,0,0,0,85,61
19910815,0.01,0,0,83,61
19910816,0,0,0,87,62
19910817,0.09,0,0,88,65
19910818,0,0,0,80,61
19910819,0,0,0,71,60
19910820,0.57,0,0,70,59
19910821,0,0,0,70,61
19910822,0,0,0,83,57
19910823,0,0,0,77,57
19910824,0,0,0,73,56
19910825,0,0,0,84,50
19910826,0,0,0,87,67
19910827,0,0,0,88,67
19910828,0,0,0,89,65
19910829,0,0,0,89,65
19910830,0,0,0,92,67
19910831,0.27,0,0,77,57
19910901,0,0,0,64,48
19910902,0,0,0,79,42
19910903,0,0,0,86,60
19910904,0.11,0,0,74,56
19910905,0,0,0,77,51
19910906,0,0,0,80,52
19910907,0,0,0,82,54
19910908,0,0,0,82,59
19910909,0,0,0,87,57
19910910,0.31,0,0,85,66
19910911,0.03,0,0,66,52
19910912,0,0,0,72,48
19910913,0,0,0,76,45
19910914,0,0,0,76,55
19910915,0.3,0,0,88,62
19910916,0,0,0,90,71
19910917,0,0,0,75,59
19910918,0.03,0,0,82,53
19910919,0.15,0,0,61,43
19910920,0.03,0,0,57,40
19910921,0.01,0,0,59,39
19910922,0,0,0,72,36
19910923,0.1,0,0,66,52
19910924,0.24,0,0,65,46
19910925,1.45,0,0,57,48
19910926,0.1,0,0,62,43
19910927,0,0,0,55,38
19910928,0,0,0,54,36
19910929,0,0,0,61,32
19910930,0,0,0,68,30
19911001,0.18,0,0,67,57
19911002,0,0,0,79,56
19911003,0.04,0,0,74,52
19911004,0.13,0,0,62,47
19911005,0.18,0,0,80,51
19911006,0.03,0,0,58,38
19911007,0,0,0,51,37
19911008,0,0,0,63,40
19911009,0,0,0,71,52
19911010,0.48,0,0,56,38
19911011,0,0,0,54,36
19911012,0.01,0,0,53,43
19911013,0.03,0,0,48,31
19911014,0,0,0,55,29
19911015,0.42,0,0,56,44
19911016,0,0,0,52,35
19911017,0,0,0,64,33
19911018,0,0,0,65,36
19911019,0.13,0,0,47,38
19911020,0,0,0,48,31
19911021,0,0,0,58,36
19911022,0,0,0,66,44
19911023,0,0,0,77,48
19911024,0,0,0,75,61
19911025,0,0,0,77,61
19911026,0,0,0,76,59
19911027,0.02,0,0,69,47
19911028,0,0,0,49,40
19911029,0,0,0,54,30
19911030,0,0,0,56,27
19911031,0,0,0,52,37
19911101,0,0,0,54,44
19911102,0.01,0,0,56,38
19911103,0,0,0,38,29
19911104,0,0,0,34,26
19911105,0,0,0,39,24
19911106,0,0,0,46,28
19911107,0.12,0,1.6,37,29
19911108,0.03,1,0.3,36,21
19911109,0,0,0,38,17
19911110,0.15,0,0,42,15
19911111,0.67,0,5.2,38,32
19911112,0.02,1,0,36,31
19911113,0,0,0,42,34
19911114,0,0,0,52,39
19911115,0.2,0,0,58,42
19911116,0,0,0,51,31
19911117,0,0,0,41,21
19911118,0,0,0,54,24
19911119,0.02,0,0,64,51
19911120,0.12,0,0,72,46
19911121,0.01,0,0,46,42
19911122,0,0,0,47,42
19911123,0,0,0,47,41
19911124,0.19,0,1,48,30
19911125,0.05,1,1,35,29
19911126,0.14,3,4,30,28
19911127,0,3,0,40,24
19911128,0.33,0,0.4,46,32
19911129,0.31,0,0.2,42,32
19911130,0.02,0,0,68,40
19911201,0,0,0,42,36
19911202,0.04,0,0.4,39,26
19911203,0.64,0,0.4,44,26
19911204,0.12,0,2.4,29,18
19911205,0.14,2,2.3,25,18
19911206,0.09,3,1.8,33,20
19911207,0.01,2,0,48,25
19911208,0,0,0,57,41
19911209,0.06,0,0,59,35
19911210,0,0,0,44,35
19911211,0,0,0,45,35
19911212,0.04,0,0,53,24
19911213,0,0,0,59,41
19911214,0.09,0,0.1,44,27
19911215,0.15,0,4,29,22
19911216,0.13,4,3.4,22,12
19911217,0.08,4,1.9,34,12
19911218,0.11,5,3,28,13
19911219,0,5,0.2,21,3
19911220,0,5,0,37,11
19911221,0.07,1,0.5,39,32
19911222,0,1,0,44,28
19911223,0.01,0,0,37,27
19911224,0.07,0,2.6,27,18
19911225,0,2,0.1,31,12
19911226,0,2,0,37,13
19911227,0,1,0,39,22
19911228,0,0,0,38,19
19911229,1.07,0,0.8,40,30
19911230,0,1,0,30,16
19911231,0,0,0,35,14
19920101,0,0,0,37,15
19920102,0,0,0,39,20
19920103,0,0,0,51,31
19920104,0.07,0,0,41,33
19920105,0.01,0,0,40,32
19920106,0,0,0,34,32
19920107,0.01,0,0.1,36,27
19920108,0,0,0,29,20
19920109,0.07,0,0,44,29
19920110,0.04,0,0.6,37,26
19920111,0.14,2,3.1,27,21
19920112,0.02,3,0,44,21
19920113,0.07,0,0,42,36
19920114,0.29,0,4.6,51,14
19920115,0.04,4,1.1,17,7
19920116,0.06,5,1.2,12,1
19920117,0.07,5,1.4,27,10
19920118,0.02,5,0.5,18,5
19920119,0.01,5,0.2,15,2
19920120,0.09,5,1.8,23,11
19920121,0.01,5,0.3,31,17
19920122,0,4,0,37,18
19920123,0.32,3,0,43,35
19920124,0.11,1,2.2,35,14
19920125,0,2,0.5,16,8
19920126,0.01,2,0.5,24,9
19920127,0,2,0.2,34,15
19920128,0,1,0,33,22
19920129,0,1,0,33,23
19920130,0,1,0,38,22
19920131,0,0,0,34,26
19920201,0.03,0,1,26,15
19920202,0,1,0.1,27,13
19920203,0,1,0,33,21
19920204,0.13,0,1.3,37,22
19920205,0,1,0,25,16
19920206,0,1,0,38,13
19920207,0.02,0,0.5,39,27
19920208,0.19,1,3.4,29,14
19920209,0.03,5,0.4,14,2
19920210,0,4,0,32,3
19920211,0.08,2,1,37,9
19920212,0.01,2,0.1,17,1
19920213,0.09,2,0.9,31,5
19920214,0.02,3,0.2,34,30
19920215,0.27,2,0,44,31
19920216,0.05,0,0.5,45,29
19920217,0,0,0,36,28
19920218,0.1,0,0,43,30
19920219,0.04,0,0,46,33
19920220,0.01,0,0.1,37,29
19920221,0.05,0,0.1,38,23
19920222,0.16,0,0.4,37,24
19920223,0.07,0,0,35,30
19920224,0.04,0,0.5,31,29
19920225,0,0,0,45,31
19920226,0.01,0,0.1,34,29
19920227,0.03,0,0.4,39,25
19920228,0.39,0,1.2,45,18
19920229,0.05,1,0.6,18,7
19920301,0.01,1,0,41,17
19920302,0,0,0,30,21
19920303,0,0,0,37,22
19920304,0,0,0,53,19
19920305,0,0,0,56,27
19920306,0.09,0,0,53,35
19920307,0.41,0,0,51,38
19920308,0.08,0,0,43,37
19920309,0.05,0,0,59,40
19920310,0.12,0,0,62,25
19920311,0.81,3,17.5,25,9
19920312,0.16,18,4.4,22,12
19920313,0,19,0.2,22,12
19920314,0.03,17,1.2,25,11
19920315,0.03,15,0.7,20,3
19920316,0,13,0.1,29,2
19920317,0.05,11,0.7,40,25
19920318,0,5,0,37,14
19920319,0,4,0,37,22
19920320,0,3,0,34,18
19920321,0,2,0.1,31,19
19920322,0.16,2,4.2,25,20
19920323,0,4,0.3,34,11
19920324,0.03,3,0.9,33,14
19920325,0,3,0,53,20
19920326,0.17,0,0,47,39
19920327,1.28,0,7.1,40,29
19920328,0.02,5,0.4,32,26
19920329,0,4,0,42,23
19920330,0.03,1,0.3,39,32
19920331,0,0,0,48,31
19920401,0.17,1,2.2,41,30
19920402,0.02,0,0.6,34,26
19920403,0.02,1,1,36,25
19920404,0,0,0,44,27
19920405,0,0,0,45,29
19920406,0,0,0,49,28
19920407,0.03,0,0,65,36
19920408,0,0,0,50,36
19920409,0.06,0,0,51,34
19920410,0,0,0,55,33
19920411,0.6,0,0,43,36
19920412,0,0,0,41,27
19920413,0,0,0,38,23
19920414,0,0,0,46,25
19920415,0,0,0,48,26
19920416,1,0,0,52,37
19920417,0.04,0,0,51,36
19920418,0.17,0,0,45,37
19920419,0,0,0,67,44
19920420,0,0,0,79,51
19920421,0.5,0,0,70,62
19920422,0.02,0,0,70,51
19920423,0.07,0,0,61,45
19920424,0.44,0,0,52,43
19920425,0.1,0,0,47,41
19920426,0.03,0,0,51,38
19920427,0,0,0,57,36
19920428,0,0,0,57,39
19920429,0,0,0,64,37
19920430,0.16,0,0,51,44
19920501,0.09,0,0,62,42
19920502,1.07,0,0,75,51
19920503,0.01,0,0,62,43
19920504,0,0,0,59,39
19920505,0,0,0,56,38
19920506,0,0,0,58,34
19920507,0,0,0,66,35
19920508,0,0,0,68,41
19920509,0.19,0,0,72,54
19920510,0,0,0,72,53
19920511,0,0,0,78,47
19920512,0,0,0,84,58
19920513,0,0,0,76,50
19920514,0,0,0,60,46
19920515,0,0,0,72,43
19920516,0,0,0,74,51
19920517,0.21,0,0,86,61
19920518,0.11,0,0,65,45
19920519,0,0,0,72,38
19920520,0,0,0,81,50
19920521,0,0,0,82,50
19920522,0,0,0,84,48
19920523,0.02,0,0,85,47
19920524,0.24,0,0,51,38
19920525,0,0,0,54,35
19920526,0.33,0,0,48,43
19920527,0.11,0,0,62,44
19920528,0,0,0,66,41
19920529,0,0,0,73,41
19920530,0.28,0,0,60,50
19920531,0.17,0,0,65,53
19920601,0.17,0,0,60,54
19920602,0,0,0,77,48
19920603,0,0,0,81,52
19920604,0,0,0,82,52
19920605,0.1,0,0,74,62
19920606,0.03,0,0,76,60
19920607,0.59,0,0,78,60
19920608,0,0,0,76,55
19920609,0,0,0,72,52
19920610,0,0,0,76,47
19920611,0,0,0,79,49
19920612,0,0,0,83,52
19920613,0,0,0,86,55
19920614,0,0,0,81,58
19920615,0,0,0,67,49
19920616,0,0,0,73,45
19920617,0,0,0,88,52
19920618,0.02,0,0,84,65
19920619,0.26,0,0,75,53
19920620,0,0,0,55,48
19920621,0.03,0,0,54,46
19920622,0.01,0,0,63,44
19920623,0.01,0,0,70,41
19920624,0.43,0,0,66,53
19920625,0,0,0,74,48
19920626,0,0,0,77,50
19920627,0.33,0,0,75,56
19920628,0,0,0,78,51
19920629,0,0,0,84,54
19920630,0,0,0,76,58
19920701,0,0,0,75,55
19920702,0,0,0,72,60
19920703,0.49,0,0,76,59
19920704,0.06,0,0,76,62
19920705,0.14,0,0,75,55
19920706,0,0,0,71,51
19920707,0,0,0,78,53
19920708,0.64,0,0,76,56
19920709,0,0,0,81,65
19920710,0.06,0,0,82,61
19920711,0,0,0,77,62
19920712,0.4,0,0,78,61
19920713,0.06,0,0,76,63
19920714,0.89,0,0,70,60
19920715,0.89,0,0,71,57
19920716,0,0,0,82,52
19920717,0.69,0,0,80,66
19920718,0,0,0,82,64
19920719,0,0,0,80,63
19920720,0,0,0,86,62
19920721,0.03,0,0,68,53
19920722,0,0,0,71,48
19920723,0.49,0,0,65,58
19920724,0,0,0,72,59
19920725,0,0,0,79,60
19920726,0.2,0,0,73,64
19920727,0,0,0,74,55
19920728,0,0,0,71,54
19920729,0.34,0,0,72,56
19920730,0,0,0,75,52
19920731,0.65,0,0,64,55
19920801,0.06,0,0,77,55
19920802,0,0,0,80,60
19920803,0.59,0,0,77,61
19920804,0.17,0,0,69,55
19920805,0,0,0,73,54
19920806,0,0,0,80,53
19920807,0,0,0,81,55
19920808,0.46,0,0,76,65
19920809,0.02,0,0,73,62
19920810,0.13,0,0,84,61
19920811,0,0,0,75,56
19920812,0,0,0,70,52
19920813,0.31,0,0,59,52
19920814,0,0,0,70,51
19920815,0,0,0,70,48
19920816,0.04,0,0,71,61
19920817,0,0,0,76,57
19920818,0,0,0,76,56
19920819,0.08,0,0,71,56
19920820,0,0,0,69,52
19920821,0,0,0,76,49
19920822,0,0,0,81,52
19920823,0,0,0,84,53
